PortalID,Status,LastUpdated,AgencyDept,Title,Type,LOI,Categories,Purpose,Description,ApplicantType,FundingSource,MatchingFunds,EstAvailFunds,FundingMethod,OpenDate,ApplicationDeadline,ExpAwardDate,GrantURL,MaxAwards,MinAwards,MaxAmounts,MinAmounts,IsOngoing
7343,active,2021-11-30 16:57:15,CA State Transportation Agency,TIRCP Webinar for Large Transit Agencies,Grant,No,Transportation,"TIRCP was created to fund transformative capital improvements that modernize and reduce greenhouse gases of  California’s intercity rail, bus, feeder buses to intercity rail services, vanpool services, ferry, and rail transit systems. Section 75221(c) of the PRC establishes a programmatic goal to provide at least 25 percent of available funding to projects that provide a direct, meaningful, and assured benefit to disadvantaged communities.","The Transit and Intercity Rail Capital Program (TIRCP) was created by Senate Bill (SB) 862 (Chapter 36, Statutes of 2014) and modified by Senate Bill 9 (Chapter 710, Statutes of 2015), to provide grants from the Greenhouse Gas Reduction Fund (GGRF) to fund transformative capital improvements that will modernize California’s intercity, commuter, and urban rail systems, and bus and ferry transit systems, to significantly reduce emissions of greenhouse gases, vehicle miles traveled, and congestion. There have been four prior cycles of TIRCP funding, in which the California State Transportation Agency (CalSTA) has awarded $5.8 billion in funding to 73 projects throughout the state.  The legislation of these bills is established in Sections 75220 through 75225 of the Public Resources Code (PRC).  Assembly Bill 398 (Chapter 135) extended the Cap and Trade Program that supports the TIRCP from 2020 through 2030.  SB 1 (Chapter 5) continues to provide a historic funding increase for transportation with funds directed to the TIRCP from the Public Transportation Account for new programming.",Public Agency,State,Not Required,5000000.0,Other,2021-11-02 07:00:00,Ongoing,"June, 2022",https://calsta.ca.gov/subject-areas/transit-intercity-rail-capital-prog,,,,,1
6598,active,2022-07-06 20:57:45,Department of Fish and Wildlife,Qualified Cultivator Funding Opportunity,Grant,No,Environment & Water,"The California Department of Fish and Wildlife (CDFW) is seeking high quality grant proposals for eligible applicants to assist qualified cannabis cultivators and enhance CDFW’s mission to manage California’s diverse fish, wildlife, and plant resources, and the habitats upon which they depend, for their ecological values and for their use and enjoyment by the public.","Applications may be considered under one or both of the following project priorities.  Project Type - Transition from Provisional License to Annual License: To transition to an annual license, provisional licensees must meet all regulatory requirements in Title 3 of the California Code of Regulations, sections 8102, 8105, and 8106. Eligible activities under this project type include, but are not limited to: cleanup, remediation, and restoration, professional services, consulting, and infrastructure related to cleanup, remediation, and restoration. Eligible costs include but are not limited to: compliance costs (except the ineligible costs described above); meeting the avoidance, minimization, or mitigation requirements approved in the project’s CEQA document; or county permitting requirements.  If the applicant is representing a provisional license cultivator, actions outlined must lead to the issuance of an annual license or lead to on-the-ground implementation that will result in the issuance of an annual license from the licensing authority.  Project Type - Sustainable Cannabis Cultivation Practices: Sustainable cannabis cultivation practices should alleviate direct and indirect environmental impacts of cannabis cultivation and enhance environmental stewardship. Activities that may be eligible include but are not limited to: sustainable water consumption, sustainable waste management, integrated pest and disease management, erosion control, and/or riparian protection.  Qualified Cultivator - The following qualified cultivator may be represented by an eligible applicant. The qualified cultivator being represented by the eligible applicant must at a minimum have a valid and active provisional license or annual license issued by the California Department of Food and Agriculture (CDFA; now the Department of Cannabis Control). Bus. & Prof. Code, § 26050.2 et seq.). Priority will be given to qualified cultivators with ownership and/or financial interest in no more than 10,000 square feet of total canopy. However, cultivators with ownership and/or financial interest accumulating between 10,000-20,000 square feet of total canopy may still qualify.  All proposed projects must benefit qualified cultivators as defined below. Qualified cultivation license types are:  Specialty cottage:-“Specialty Cottage Outdoor” is an outdoor cultivation site with up to 25 mature plants.-“Specialty Cottage Mixed-Light Tier 1” only, is a mixed-light cultivation site with 2,500 square feet or less of total canopy  Specialty:-“Specialty Outdoor” is an outdoor cultivation site with less than or equal to 5,000 square feet of total canopy, or up to 50 mature plants.-“Specialty Mixed-Light Tier 1” only, is a mixed-light cultivation site between 2,501 and 5,000 square feet of total canopy.  Small:- “Small Outdoor” is an outdoor cultivation site between 5,001 and 10,000 square feet of total canopy.- “Small Mixed-Light Tier 1” only, is a mixed-light cultivation site between 5,001 and 10,000 square feet of total canopy.  “Mixed-light Tier 1” is without the use of artificial light or the use of artificial light at a rate above zero, but no more than six watts per square foot.",Nonprofit; Public Agency; Tribal Government,State,Not Required,6000000.0,Reimbursement(s),2021-10-11 07:00:00,2023-04-30 16:00:00,Rolling Basis,https://wildlife.ca.gov/Conservation/Watersheds/Cannabis-Restoration-Grant,,,,,1
6601,active,2021-08-13 22:07:04,Department of Resources Recycling and Recovery,Farm and Ranch Solid Waste Cleanup and Abatement Grant Program,Grant,Yes,Agriculture; Disadvantaged Communities; Environment & Water,"Provides funding to help cleanup and prevent illegal dumping on 'farm and/or ranch' property, as defined in California Code of Regulations (CCR), Section 17991(d). Usually three application cycles are available each fiscal year; this is the second cycle. CalRecycle offers this Program pursuant to Section 48100 of the Public Resources Code (PRC).","Project sites shall be located on 'farm and ranch' property (both private and public land are eligible), where the owner is not responsible for the illegal disposal. 'Farm and ranch' property is defined in the Eligible Geographies section below.   Grantees have approximately two years to complete the project(s). Sites shall be fully remediated (cleaned up) with grant funds, or a combination of grant funds and in-kind funds/services. Funding includes reimbursement for Administrative, Recycling/Disposal (tires), Equipment, Material, and Personnel costs. Abatement/prevention measures shall be addressed if needed, such as site security and public education/outreach efforts. Innovation is encouraged.   See the Notice of Funds Available FY21-22 webpage for additional information and requirements (specifically, refer to the Application Guidelines and Instructions and Procedures and Requirements resource documents).   Sites that have been previously remediated, homeless encampments, and illegal cannabis grows may also be eligible.  The application usually entails the follow items for each project/site: Budget, Land Use/Zoning Designation, photos, Property Affidavit, a Site Characterization, map, Work Plan, and Resolution. The Resolution is conducted through the applicant's governing body (more info available).  Multiple projects/sites may be included in one application.",Public Agency; Tribal Government,State,Not Required,250000.0,Reimbursement(s),2021-08-13 07:00:00,Ongoing,1/18/22,https://calrecycle.ca.gov/lea/grantsloans/farmranch,,,,,1
6583,active,2022-01-27 19:19:01,Department of Water Resources,Small Community Drought Relief Program,Grant,No,Disadvantaged Communities; Disaster Prevention & Relief; Environment & Water; Health & Human Services,The purpose of the Small Community Drought Relief Program is to provide immediate and near-term financial and technical support to help small communities survive this and future droughts. ,"The Small Community Drought Relief Program (Program) was authorized by the Legislature pursuant to the Budget Act of 2021 (Stats. 2021, ch. 240, § 80) and its Trailer Bill, (Wat. Code, § 13198 et seq.). The Trailer Bill authorized specified state agencies, defined as implementing agencies, subject to an appropriation for these purposes, to make grants and direct expenditures for interim or immediate relief in response to conditions arising from a drought scenario to address immediate impacts on human health and safety and on fish and wildlife resources and to provide water to persons or communities that lose or are threatened with the loss or contamination of water supplies.  The small communities are those that are not supplied by an urban water suppliers as defined in California Water Code (Sec 10617). Urban water suppliers are those that provide drinking water with more than 3,000 connections or more than 3,000 acre-feet per year.",Nonprofit; Public Agency; Tribal Government,State,Not Required,190000000.0,Reimbursement(s),2021-08-11 07:00:00,2023-12-29 00:00:00,August 2021,https://water.ca.gov/-/media/DWR-Website/Web-Pages/Water-Basics/Drought/Files/Resources/SCDRP-Guidelines_Version-2.pdf,,,,,1
6460,active,2022-06-14 16:39:32,Department of Toxic Substances Control,Equitable Community Revitalization Grants (ECRG),Grant,No,"Disadvantaged Communities; Environment & Water; Housing, Community and Economic Development",DTSC’s Office of Brownfields Equitable Community Revitalization Grant will provide about $270+ million in grants through a competitive process for:    Community-wide assessments  Environmental investigations  Environmental cleanups,"The Department of Toxic Substances Control's (DTSC) Site Mitigation and Restoration Program Office of Brownfield manages the Equitable Community Revitalization Grant, which provides about $270+ million in grants through a competitive process for investigations and cleanup of brownfields, in disadvantaged, vulnerable communities, to protect public health and provide opportunities for community revitalization.",Nonprofit; Public Agency; Tribal Government,State,Not Required,270500000.0,Reimbursement(s),2021-08-09 07:00:00,Ongoing,First Round: 4/2022,https://dtsc.ca.gov/brownfields/,,,,,1
1149,active,2021-07-01 16:13:05,State Water Resources Control Board,Site Cleanup Subaccount Program,Grant,Yes,Disadvantaged Communities; Environment & Water,"The Site Cleanup Subaccount Program (SCAP) is a non‐competitive funding program established by Health & Safety Code Section 25299.50.6 in 2014.  It allows the State Water Resources Control Board to issue grants for reasonable and necessary costs associated with projects that remediate the harm or threat of harm to human health, safety, or the environment caused by existing or threatened surface or groundwater contamination.","SCOPE:  Grants to remediate the harm or threat of harm from surface or groundwater contamination by human-made contaminants. ELIGIBILITY:  A regulatory agency has issued a directive (unless this is infeasible); and the responsible party lacks financial resources needed to comply with the directive. PRIORITIES:  Significant threat to human health or the environment; small or disadvantaged community impact; lack of other sources of funds; cost and environmental benefit of project; other considerations. LIMITS ON APPLICATION SUBMISSION:  One applicant per site. APPLICATION PROCESS:  Accepted continuously online, through FAAST. PAST GRANT AMOUNTS:  Range from $95,000 to $3,400,000. NUMBER OF AWARDS AS OF JUNE 2020: 75 KEYWORDS:  Site cleanup, remediation, site investigation, groundwater, vapor intrusion",Business; Nonprofit; Public Agency,State,Not Required,34000000.0,Reimbursement(s),2021-07-01 07:00:00,Ongoing,Continuous,https://www.waterboards.ca.gov/water_issues/programs/grants_loans/scap/,85.0,65.0,,,1
5713,active,2022-05-19 00:00:36,Department of Water Resources,Proposition 1 – Round 2 Integrated Regional Water Management (IRWM) Implementation Grant Program,Grant,No,"Disadvantaged Communities; Disaster Prevention & Relief; Environment & Water; Science, Technology, and Research & Development","The IRWM Grant Program is designed to encourage integrated regional strategies for water resource management in California by providing funding for projects and programs throughout the state including climate change adaptation, providing incentives for collaboration and setting priorities in water resource and infrastructure management, and improving regional water self-reliance while reducing reliance on Sacramento-San Joaquin Delta.","Grant applications are submitted by an eligible IRWM Region representative (applicant) and an application may have multiple projects from Local Project Sponsors (LPS). To be part of the application and access grant funding through their relationship with the applicant, LPS must meet eligibility requirements specified in the 2019 IRWM Grant Program Guidelines. Projects must be included in an adopted IRWM Plan that is consistent with the 2016 IRWM plan standards. The State’s 48 IRWM regions cover almost 90% of the State’s area and 99% of its population. The applicant must demonstrate that the project is listed in the IRWM Plan project list. Each LPS of a project included in an IRWM Implementation proposal must adopt the IRWM Plan. Each individual agency proposing a project(s) must adopt the IRWM Plan. Regional Water Management Groups will not be allowed to adopt an IRWM Plan on behalf of their member agencies. Subject to regional priorities, projects may include, but are not limited to, the following: Water reuse and recycling; Water-use efficiency and water conservation; Local and regional surface and underground water storage, including groundwater aquifer cleanup or recharge projects; Regional water conveyance facilities that improve integration of separate water systems; Watershed protection, restoration, and management projects, including projects that reduce the risk of wildfire or improve water supply reliability; Stormwater resource and flood management; Conjunctive use of surface and groundwater storage facilities; Water desalination projects; Decision support tools to model regional water management strategies to account for climate change and other changes in regional demand and supply projections; Improvement of water quality, including drinking water, groundwater, wastewater treatment, water pollution prevention, and management of urban and agricultural runoff; Regional projects or programs as defined by the IRWM Planning Act (Water Code §10537). Proposition 1 authorized $510 million for DWR to award IRWM grants, with specified allocations to 12 Funding Areas in California. Of the $510 million, $25.5 million (5%) is designated for DWR’s grant administration costs, $15.3 million (3%) is designated for DWR’s planning and monitoring costs, and $10.2 million (2%) is designated for other State costs (issuance of bonds). Previously awarded funds include $4.2 million for IRWM Planning Grants and $51.7 million for DAC Involvement Grants. At least 10% of authorized funds ($51 million) will be reserved for projects that directly benefit Disadvantaged Communities, with the minimum 10% requirement applied to each Funding Area. DWR plans to administer two rounds of solicitations for Proposition 1 IRWM Implementation Grants. The Round 1 Implementation Grant solicitation was awarded approximately $211 million in grant funds. The Round 2 Proposal Solicitation process to award the remaining funds (approximately $191 million) is scheduled for late-2021.",Nonprofit; Public Agency; Tribal Government,State,50%,193000000.0,Reimbursement(s),2021-03-24 07:00:00,2022-08-19 00:00:00,Late 2022-Early 2023,https://water.ca.gov/Work-With-Us/Grants-And-Loans/IRWM-Grant-Programs,50.0,40.0,,,1
4399,active,2022-06-13 21:59:08,Coastal Conservancy,Proposition 68 San Francisco Bay Area Conservancy Program Climate Adaptation Funds,Grant,No,Environment & Water,"This grant round will award competitive grants for projects that plan, develop, and implement climate adaption and resiliency projects in the San Francisco Bay.","Eligible projects will be consistent with the Conservancy’s Strategic Plan and will plan, develop, or implement actions to help natural resources or human communities adapt to the impacts of climate change. Eligible projects shall improve a community’s ability to adapt to the unavoidable impacts of climate change; improve and protect coastal and rural economies, agricultural viability, wildlife corridors, or habitat; develop future recreational opportunities; or enhance drought tolerance, landscape resilience, and water retention. Projects could include, for example, land conservation for wildlife corridors, enhancement of bay area agriculture to increase carbon sequestration or protect farmworkers from extreme heat, or urban greening. Projects that use natural infrastructure and provide multiple benefits will be prioritized.    Tidal wetlands restoration projects will not be considered under this round, as there are ongoing funding sources at this time that are specifically for baylands restoration (for example, see the San Francisco Bay Restoration Authority grant opportunities ;applications accepted in the fall of each year). Other sea level rise adaptation projects (including subtidal, intertidal, upland transition zones) will be eligible.    Project Type: Projects must be one of the following types:• Project planning and design: Actions that will lead to construction, such as environmental review and permitting, development of engineered designs.• Project implementation: On-the-ground construction or installation.• Project development: Technical assistance for disadvantaged communities* and support for activities that will help identify specific solutions and projects. Technical assistance refers to the process of providing necessary education and resources for project scoping and development and project implementation assistance. Examples of such activities include:o Educationo Resource sharingo Convening of partners and stakeholders for project scoping and developmento Technical workshopso Community visioning meetingso Contracting with expert consultants to identify or refine potential capital projects    * Per Prop 68, a “disadvantaged community” means a community with a median household income less than 80 percent of the statewide average.    All Prop 68 funds must be spent consistent with the provisions of the General Obligation Bond Law, including Government Code Section 16727. In general, this means projects must entail the planning, development, construction, or acquisition of capital assets and/or activities that are incidentally but directly related to construction or acquisition, such as planning, design, and engineering. Capital assets are tangible physical property acquisitions or improvements with a useful life of at least 15 years. These grant funds cannot pay for activities that exclusively involve communication, policy development, or government services.    Projects must be located within one of the nine counties of the San Francisco Bay Area.",Nonprofit; Public Agency; Tribal Government,State,Not Required,5700000.0,Reimbursement(s),2020-11-02 08:00:00,Ongoing,TBC,http://scc.ca.gov/files/2020/11/RFP_Prop68_SFBayClimate_2020.11.02_Final.pdf,,,,,1
4310,active,2022-05-17 21:44:08,Governor's Office of Emergency Services,404 Hazard Mitigation Grant Program,Grant,Yes,Disaster Prevention & Relief,"Hazard Mitigation Grant Program (HMGP) funds plans and projects that reduce the effects of future natural disasters. In California, these funds are administered by the Cal OES HMGP Unit. Eligible subapplicants include state agencies, local governments, special districts, and some private non-profits.","Mitigation is the effort to reduce loss of life and property by lessening the impact of disasters. Mitigation is taking action now, before the next disaster, to reduce human and financial consequences later. Effective mitigation requires that we all understand local risks, address the hard choices and invest in long-term community well-being and resilience. Without mitigation actions, we jeopardize our safety, financial security, and self-reliance. As the result of a Presidential Disaster Declaration, FEMA’s Hazard Mitigation Grant Program (HMGP) funds plans and projects that reduce the effects of future natural disasters. In California, these funds are administered by the Cal OES HMGP Unit. Eligible subapplicants include state agencies, local governments, special districts, and some private non-profits. To learn more about the HMGP, visit: FEMA Hazard Mitigation Assistance Guidance and the FEMA Hazard Mitigation Assistance Guidance Addendum. Hazard Mitigation Grant Program (HMGP) Funding Opportunity  Cal OES Hazard Mitigation accepts Notice of Interest (NOI) on an ongoing basis for future funding opportunities. The NOI is intended to provide an opportunity for eligible subapplicants to propose well-defined mitigation actions that reduce risk to life and property from future natural hazards. Eligible subapplications that are not initially selected for submission to FEMA will be retained for future consideration when funding becomes available. Eligible Subapplicants include state agencies, local governments, special districts, and Federally-recognized tribes. Sub-applicants must have a FEMA-approved and locally adopted Local Hazard Mitigation Plan (LHMP) to be eligible for project grants. If your agency or jurisdiction does not have a LHMP, you may apply for grant funding to develop one. Single jurisdiction plans are limited to a maximum federal share of $150,000; Multi-jurisdiction plans are limited to a maximum federal share of $250,000. Some private nonprofit organizations are eligible for HMGP funding, consistent with 44 CFR §206.221and 206.434. Private nonprofit organizations are not required to have an LHMP to be eligible, but the County they are located in must meet the LHMP requirement.",Nonprofit; Public Agency; Tribal Government,Federal,25%,500000.0,Advances & Reimbursement(s),2020-10-15 07:00:00,Ongoing,Varies,https://www.caloes.ca.gov/cal-oes-divisions/recovery/disaster-mitigation-technical-support/404-hazard-mitigation-grant-program,,,,,1
4121,active,2022-07-11 21:51:28,Department of Public Health,Civil Money Penalty In-Person Visitation Aid Grant,Grant,No,Health & Human Services,This grant allows Skilled Nursing Facilities (SNFs) to apply for funding for in-person visitation support materials.,"This grant opportunity encourages Skilled Nursing Facilities to apply for funding to purchase in-person visitation aids during the COVID-19 pandemic. Facilities must attest they meet the requirements to purchase the materials and facilitate in-person visitation for residents. Facilities must be certified through the Centers of Medicare and Medicaid Services (CMS). Applicants may request up to a maximum of $3,000.00. Applicants must use the template provided on the CDPH website; cover letters are not required.  Keywords: In-Person, Visitation, Tents, Partitions, Dividers, Skilled Nursing Facility, CMS, CDPH, CMP, Civil Money Penalty, Public Health, SNF",Business; Individual; Nonprofit; Public Agency; Tribal Government,State,Not Required,10702000.0,Reimbursement(s),2020-09-24 07:00:00,Ongoing,Ongoing basis.,https://www.cdph.ca.gov/Programs/CHCQ/LCP/Pages/CitationPenaltyAccountsReports.aspx,,,,,1
3309,active,2022-01-19 18:26:24,Department of Resources Recycling and Recovery,Greenhouse Gas Reduction Loan Program,Loan,No,Energy; Environment & Water,"The GHG Reduction Loan Program provides funds to support new or expanded organics infrastructure, such as composting and anaerobic digestion facilities, as well as for facilities that manufacture fiber, plastic or glass waste materials into beneficial products.","The purpose of this investment is to further the purposes of the California Global Warming Solutions Act (Assembly Bill 32), reduce methane emissions from landfills and further GHG reductions in upstream resource management and manufacturing processes; benefit disadvantaged communities by upgrading existing facilities and, where warranted, establishing new facilities that reduce GHG emissions; result in air and water quality improvements; and create jobs.",Business; Nonprofit; Public Agency,State,25%,5503000.0,Advance(s),2020-08-03 07:00:00,Ongoing,Continuous,https://www.calrecycle.ca.gov/Climate/GrantsLoans/GHGLoans/,,,,,1
3300,active,2022-01-19 18:33:52,Department of Resources Recycling and Recovery,Recycling Market Development Zone Revolving Loan Program,Loan,No,Environment & Water,"The Recycling Market Development Zone (RMDZ) program combines recycling with economic development to fuel new businesses, expand existing ones, create jobs, and divert waste from landfills.   ","The Department of Resources Recycling and Recovery (CalRecycle) administers a Recycling Market Development Zone Loan Program to encourage California-based recycling businesses located within California financing businesses that prevent, reduce, or recycle recovered waste materials through value-added processing or manufacturing.  The purpose and importance of the RMDZ Program is set forth in Section 42001 of the California Public Resources Code:   “The purpose of this chapter [is] to stimulate the use of postconsumer waste materials and secondary waste materials generated in California as raw materials used as feedstock by private business, industry, and commerce.”",Business; Nonprofit; Public Agency,State,Not Required,37426000.0,Advance(s),2020-08-03 07:00:00,Ongoing,,https://www.calrecycle.ca.gov/RMDZ/loans,,,,,1
1650,active,2022-07-11 21:51:03,Department of Public Health,Civil Money Penalty Communicative Technology Grant,Grant,No,Health & Human Services,This grant allows Skilled Nursing Facilities (SNF) and associations on behalf of facilities to apply for funding for tablets and tablet-related accessories. The tablets will be used for virtual telehealth and family visits for SNF residents.,"This grant opportunity allows Skilled Nursing Facilities to apply for funding to purchase tablets and tablet-related accessories. Facilities must attest the tablets will be used for facilitating virtual telehealth or family visits for residents. Facilities must be certified through the Centers of Medicare and Medicaid Services (CMS). Applicants may generally request up to $3,000.00, however requests beyond $3,000.00 will be accepted and will require CDPH and CMS review.  Applicants must use the template provided on the CDPH website; cover letters are not required.  Keywords: Tablet, Communicative Technology, Skilled Nursing Facility, CMS, CDPH, CMP, Civil Money Penalty, Public Health, SNF",Business; Individual; Nonprofit; Public Agency; Tribal Government,State,Not Required,10702000.0,Reimbursement(s),2020-07-15 15:00:00,Ongoing,"Ongoing; Awards are released as soon as applications are approved by the CDPH, and by the Centers for Medicare and Medicaid Services (CMS) when applicable.",https://www.cdph.ca.gov/Programs/CHCQ/LCP/Pages/CitationPenaltyAccountsReports.aspx,,,,,1
1938,active,2022-06-27 22:49:39,Coachella Valley Mountains Conservancy,"Coachella Valley Proposition 68 Parks, Conservation Land Access and Climate Change Response Grant Program",Grant,Yes,Environment & Water,The program makes grants to expand recreational and educational use of conservation lands and improve sustainability in the Coachella Valley.,"Awards are made projects that enhance park facilities or recreational improvements that expand public access to conservation land or reduce environmental impacts that cause climate change.   Applications are accepted on a continuous basis using a pre application form available from the Conservancy.  Upon submission of the preapplication form, the applicant meets with Conservancy staff for a pre application consultation, after which the application can be submitted.   Further details about the application procedure are available in the Proposition 68 Grant program Guidelines available on the Conservancy's website.  Projects that primarily serve several economically disadvantaged communities (SDAC) with median incomes of less than 60% of the statewide median receive priority;   projects that serve disadvantaged communities with median incomes above 60% but less than 80% of the statewide median, or that serve areas that are underserved by outdoor recreational amenities, receive addition points in the scoring process.    ",Nonprofit; Public Agency; Tribal Government,State,Not Required,5700000.0,Reimbursement(s),2020-07-15 07:00:00,Ongoing,Rolling basis,http://www.cvmc.ca.gov,,,,,1
1920,active,2022-06-27 22:49:23,Coachella Valley Mountains Conservancy,Coachella Valley Open Space Acquisition Program,Grant,No,Environment & Water,Acquire open space to protect wildlife or cultural resources and enhance recreational and educational use of that land. ,"Grants are provide to acquire mountainous or natural community conservation lands in the Coachella Valley and its surrounding mountains, or in limited cases, to provide capital improvements on existing conservation lands.  Priority acquisitions are those that support the implementation of the Coachella Valley Multiple Species Habitat Conservation Plan.   Matching funds are preferred, but not required.   ",Nonprofit; Public Agency; Tribal Government,State,Not Required,7900000.0,Advances & Reimbursement(s),2020-07-15 07:00:00,Ongoing,Rolling Basis,http://www.cvmc.ca.gov,,,,,1
1647,active,2022-07-11 21:50:41,Department of Public Health,Civil Money Penalty Reinvestment Grant,Grant,No,Health & Human Services,"This grant allows applicants to apply for funding to implement programs for improving Skilled Nursing Facility residents' quality of life. Projects may span topics such as training, culture change and direct improvements to quality of life, direct improvements to quality of care, and other applicable topics.","This grant opportunity allows Skilled Nursing Facilities (SNFs), non-profit organizations, consumer advocacy organizations, and more to apply for funding to execute projects to improve the lives of SNF residents.  Examples of projects include, but are not limited to, developing and implementing methods to increase Person-Centered Care, Infection Control Training, implementing technology to prevent resident falls, and other topics.  Examples of projects that will not be approved for CMP funding include, but are not limited to, research-only projects, projects with an indirect benefit to nursing residents, capital improvements to a facility, duplication of CMS requirements, and paying for nursing home staff salaries.  Applicants must use the template provided on the CDPH website. Projects may vary in length up to a maximum of 36 months. Award size is dependent on project request and there is no stated limit on the amount of funds an applicant can request.  Keywords: Civil Money Penalty, CMP, CDPH, CMS, Skilled Nursing Facility, Reinvestment, Public Health, SNF",Business; Individual; Nonprofit; Public Agency; Tribal Government,State,Not Required,10702000.0,Reimbursement(s),2020-07-15 07:00:00,Ongoing,"Ongoing; Awards are released as soon as applications are approved by the CDPH, and by the Centers for Medicare and Medicaid Services (CMS).",https://www.cdph.ca.gov/Programs/CHCQ/LCP/Pages/CitationPenaltyAccountsReports.aspx,,,,,1
1614,active,2022-06-30 16:37:28,Department of Toxic Substances Control,Cleanup Loans and Environmental Assistance to Neighborhoods (CLEAN) Program,Loan,No,Environment & Water,"Department of Toxic Substances Control's (DTSC) CLEAN Program helps developers, businesses, schools, and local governments accelerate the pace of assessment, cleanup, and redevelopment at abandoned and underutilized urban brownfield sites in California.","DTSC's CLEAN Loan Program provides low-interest loans for property owners, developers, community groups, and local governments to investigate, cleanup and redevelop abandoned and underutilized urban properties. Loan used for the cleanup or removal of hazardous materials where redevelopment is likely to have a beneficial impact on the property values, economic viability, and quality of life of a community.    Per Health and Safety Code § 25395.30, applicant must not have any: Felony convictions or misdemeanors involving the regulation of hazardous materials; Felony convictions or misdemeanors involving moral turpitude, including, but not limited to, the crimes of fraud, bribery, falsification of records, perjury, forgery, conspiracy, profiteering, or money laundering; or Violations of any administrative order or agreement issued by or entered into with any federal, state, or local agency that requires response action at a site.    Once the Loan agreement has been executed, a check will be made out to the applicant. The applicant must be able to provide the DTSC with eligible costs and corresponding receipts.    Period of Performance: Dependent on remediation/redevelopment. The loan repayment period begins upon certification or completion of the response action or two (2) years after disbursement of the loan funds, whichever comes first. The repayment period is up to seven (7) years.",Public Agency,State,Not Required,4500000.0,Advance(s),2020-07-14 20:55:30,Ongoing,Continuous basis,https://dtsc.ca.gov/clean-and-iscp-programs/,,,2500000.0,0.0,1
2184,active,2022-06-14 17:13:51,Sacramento-San Joaquin Delta Conservancy,Community and Economic Enhancement Grant Program – Proposition 68,Grant,Yes,"Disadvantaged Communities; Education; Housing, Community and Economic Development; Parks & Recreation","This non-competitive grant program focuses on increasing public access to the Delta through recreation and tourism opportunities, historic and cultural preservation, and environmental education in order to promote a robust Delta economy.","The Community and Economic Enhancement Grant Program is designed to fund projects that address recreation and tourism, historic and cultural preservation, and environmental education in order to sustain the Delta's heritage and enhance the unique values of the Delta today. The solicitation is an ongoing noncompetitive process. Projects serving a Disadvantaged/Severely Disadvantaged Community will receive priority for funding consideration.   The Conservancy will fund planning projects, which include pilot projects. Allowable activities for planning projects include, but are not limited to, project scoping (partnership development, outreach to impacted parties, stakeholder coordination, negotiation of site access or land tenure); planning and design (engineering design, identifying appropriate best management practices); and environmental compliance (permitting, California Environmental Quality Act (CEQA) activities, Delta Plan consistency).  The Conservancy will fund implementation projects, which include acquisition projects. Implementation projects are specific, bond-eligible, on-the-ground projects that result in the construction, improvement, or acquisition of a capital asset that will be maintained for a minimum of 15 years. Implementation projects are ""shovel-ready"" projects.  Applicants must submit a concept proposal, as found on the Conservancy's website, to the Conservancy for assessment of project viability before submitting a full proposal. Partnerships are encouraged but not required. The Conservancy may provide technical assistance to facilitate the development of project proposals. There are no limitations on number of submissions by organizations. Applications are received via email for concept proposals and by uploading files to a designated site for full proposals. Awards are announced at a Board meeting and applicants are informed with a letter.",Nonprofit; Public Agency,State,Not Required,8700000.0,Advances & Reimbursement(s),2020-07-14 18:42:32,Ongoing,Ongoing,http://deltaconservancy.ca.gov/proposition-68,,,,,1
2241,active,2021-06-23 07:47:19,CA State Library,Career Online High School,Grant,No,Education; Libraries and Arts,"The Career Online High School (COHS) program enables public libraries to provide an online high school diploma program and career certificate to California adults who are not high school graduates. COHS is provided at no cost to adults who are awarded scholarships by local libraries. The program supports libraries in serving the career, educational, and personal needs of approximately 17% of California adults without a high school diploma.","The funding opportunity offers public libraries the chance to offer Career Online High School, an online diploma program for adults age 19 and up. Approximately 17% of California's adults do not have a high school diploma. Public library jurisdictions in the state may apply to join the program.    Each new applicant library must fill out an online application, indicating local need, institutional capacity to support the program, availability of matching funds, and director approval. Applications from libraries are reviewed four times a year: March 10, June 10, September 10, and December 10. New applicants generally receive a minimum of six seats in the program (known as scholarships): three provided at no cost to the library, and three ($1,095 each) supported by the local jurisdiction. Applicants may apply to waive the full matching requirement but must support at least one scholarship with local funds. Successful applicant libraries may then award scholarships to adults who hold library cards in that system. Scholarships are awarded by a library only after an adult successfully completes a self-assessment, prerequisite course, interview, and trial period.    Libraries currently offering Career Online High School may apply for additional scholarships, using a different online application. These applications are reviewed four times a year: March 10, June 10, September 10, and December 10. The same matching formula applies (minimum of three State-supported scholarships for each three locally supported scholarships, with an opportunity to apply for a waiver of the full match). Typical award amounts range from three to over a hundred no-cost scholarships. Typically, up to 20 awards are made each year. An archived webinar and staff provide support to applicants. There are no planning grants. Keywords: secondary education, adult education, library, diploma, career training.",Public Agency,State,50%,1470000.0,Advance(s),2020-07-14 07:00:00,Ongoing,Quarterly,https://www.library.ca.gov/services/to-libraries/career-online-high-school/,,,,,1
